20
1	6
1	8
1	11
1	12
1	15
1	16
1	17
1	18
1	20
2	6
2	7
2	8
2	10
2	15
2	16
2	18
2	19
2	20
3	9
3	10
3	12
3	13
3	14
3	15
3	18
3	20
4	8
4	9
4	11
4	12
4	15
4	16
4	17
4	19
4	20
5	6
5	10
5	13
5	14
5	15
5	16
5	18
5	19
5	20
6	1
6	2
6	5
6	8
6	10
6	12
6	13
6	14
6	16
6	17
7	2
7	8
7	9
7	11
7	12
7	13
7	14
7	17
7	18
7	19
7	20
8	1
8	2
8	4
8	6
8	7
8	9
8	10
8	11
8	17
8	18
8	19
9	3
9	4
9	7
9	8
9	11
9	14
9	15
9	16
9	19
9	20
10	2
10	3
10	5
10	6
10	8
10	11
10	12
10	16
10	17
10	18
10	19
10	20
11	1
11	4
11	7
11	8
11	9
11	10
11	12
11	14
11	15
11	16
11	18
11	20
12	1
12	3
12	4
12	6
12	7
12	10
12	11
12	13
12	14
12	16
12	19
12	20
13	3
13	5
13	6
13	7
13	12
13	14
13	16
13	17
13	18
13	19
14	3
14	5
14	6
14	7
14	9
14	11
14	12
14	13
14	17
14	18
14	19
14	20
15	1
15	2
15	3
15	4
15	5
15	9
15	11
15	17
15	18
15	19
15	20
16	1
16	2
16	4
16	5
16	6
16	9
16	10
16	11
16	12
16	13
16	17
16	19
17	1
17	4
17	6
17	7
17	8
17	10
17	13
17	14
17	15
17	16
17	18
17	19
18	1
18	2
18	3
18	5
18	7
18	8
18	10
18	11
18	13
18	14
18	15
18	17
18	19
18	20
19	2
19	4
19	5
19	7
19	8
19	9
19	10
19	12
19	13
19	14
19	15
19	16
19	17
19	18
19	20
20	1
20	2
20	3
20	4
20	5
20	7
20	9
20	10
20	11
20	12
20	14
20	15
20	18
20	19
