in-degree distribution (probability density function of the degree in logarithmic bins) 
8	0.221451
9	0.208004
10	0.140988
11	0.123696
12	0.0632048
13	0.0411934
14.3478	0.0864493
16	0.0445844
17.6154	0.0406808
19	0.0114212
20	0.0078159

in-degree distribution (degree-occurrences) 
8	0.17
9	0.175
10	0.13
11	0.125
12	0.07
13	0.05
14	0.075
15	0.04
16	0.065
17	0.025
18	0.04
19	0.02
20	0.015


--------------------------------------
out-degree distribution (probability density function of the degree in logarithmic bins) 
10	0.0271748
11	1.86053
12	2.80807

out-degree distribution (degree-occurrences) 
10	0.005
11	0.375
12	0.62


--------------------------------------
community distribution (size-occurrences)
9	0.0714286
10	0.0714286
12	0.214286
13	0.0714286
14	0.0714286
15	0.0714286
16	0.214286
17	0.0714286
19	0.142857


--------------------------------------
mixing parameter (in-links)
0.222222	0.06
0.25	0.115
0.265965	0.025
0.272727	0.085
0.277778	0.02
0.285714	0.07
0.294118	0.02
0.3	0.145
0.310315	0.11
0.315789	0.015
0.333333	0.2
0.355042	0.01
0.363636	0.04
0.375	0.085

--------------------------------------
mixing parameter (out-links)
0	0.02
0.0865801	0.035
0.173554	0.11
0.25	0.15
0.272727	0.18
0.332667	0.25
0.363636	0.095
0.416667	0.085
0.454545	0.015
0.5	0.03
0.545455	0.005
0.583333	0.015
0.651515	0.01

--------------------------------------
