in-degree distribution (probability density function of the degree in logarithmic bins) 
15.9804	0.0824808
17.4394	0.0967676
19.3889	0.0717766
21.5385	0.0469956
23.5556	0.0294957
25.7778	0.0445668
28.4	0.0224461
31.0769	0.0317446
34.48	0.0184479
38.4483	0.0194003

in-degree distribution (degree-occurrences) 
15	0.0025
16	0.125
17	0.0925
18	0.0725
19	0.0825
20	0.0525
21	0.045
22	0.0525
23	0.03
24	0.0375
25	0.0475
26	0.0425
27	0.0225
28	0.0375
29	0.025
30	0.0325
31	0.025
32	0.04
33	0.0175
34	0.0125
35	0.0175
36	0.015
37	0.0225
38	0.02
39	0.005
40	0.025


--------------------------------------
out-degree distribution (probability density function of the degree in logarithmic bins) 
23	1.32524
24	8.49935

out-degree distribution (degree-occurrences) 
23	0.13
24	0.87


--------------------------------------
community distribution (size-occurrences)
16	0.125
18	0.0625
19	0.125
21	0.125
22	0.0625
23	0.0625
25	0.0625
29	0.0625
30	0.125
35	0.0625
37	0.0625
39	0.0625


--------------------------------------
mixing parameter (in-links)
0.25	0.025
0.263158	0.0225
0.268718	0.0125
0.272727	0.025
0.278203	0.095
0.284706	0.0775
0.28986	0.0275
0.293821	0.1425
0.299724	0.1225
0.304323	0.055
0.308615	0.0575
0.313665	0.195
0.319663	0.08
0.323373	0.025
0.333333	0.0225
0.352941	0.015

--------------------------------------
mixing parameter (out-links)
0	0.01
0.0423913	0.0125
0.0844482	0.0325
0.126598	0.0425
0.168392	0.105
0.210261	0.1175
0.253727	0.0875
0.291667	0.1475
0.304348	0.0125
0.333687	0.1025
0.375	0.0875
0.391304	0.0025
0.416667	0.085
0.458333	0.0725
0.5	0.0575
0.541667	0.0175
0.583333	0.0075

--------------------------------------
