1	37
1	46
2	31
2	35
3	12
3	23
3	40
4	38
4	39
5	17
5	27
5	49
6	5
6	27
6	32
7	19
7	21
7	33
8	14
8	46
8	49
9	11
9	25
9	50
10	2
10	15
10	50
11	9
11	25
11	50
12	15
12	22
12	49
13	26
13	43
13	45
13	48
14	37
14	44
14	46
15	14
15	36
15	40
16	42
16	44
16	47
17	4
17	6
17	49
18	3
18	33
18	41
19	28
19	34
19	37
20	16
20	42
20	44
21	3
21	7
21	47
22	10
22	32
22	48
23	7
23	21
23	43
24	19
24	41
25	34
25	42
25	50
26	13
26	45
26	48
27	5
27	45
27	49
28	10
28	39
29	8
29	30
29	35
30	2
30	29
30	35
31	18
31	30
31	47
32	22
32	46
33	9
33	18
34	23
34	50
35	1
35	29
36	4
36	39
37	1
37	8
38	31
38	36
39	36
39	38
40	12
41	33
42	20
42	47
43	26
43	45
43	48
44	20
44	42
44	47
45	43
45	48
46	24
46	38
47	16
47	44
48	13
48	43
49	6
49	17
50	11
50	34
