1	13
1	59
1	86
1	97
1	118
1	140
1	146
1	162
1	183
1	187
1	190
1	200
2	20
2	36
2	46
2	52
2	83
2	147
2	157
2	174
2	184
2	188
2	196
2	197
3	2
3	31
3	91
3	101
3	138
3	139
3	142
3	155
3	166
3	168
3	182
3	191
4	12
4	44
4	62
4	73
4	84
4	85
4	153
4	161
4	167
4	171
4	178
4	196
5	9
5	33
5	42
5	74
5	109
5	123
5	141
5	145
5	148
5	153
5	165
5	193
6	68
6	71
6	102
6	110
6	121
6	128
6	171
6	173
6	179
6	194
6	195
6	199
7	55
7	57
7	72
7	98
7	108
7	129
7	136
7	137
7	159
7	169
7	172
7	189
8	21
8	32
8	48
8	87
8	92
8	105
8	115
8	151
8	164
8	169
8	191
8	193
9	7
9	13
9	42
9	76
9	104
9	108
9	116
9	141
9	144
9	165
9	191
9	193
10	16
10	34
10	41
10	50
10	79
10	89
10	103
10	112
10	122
10	143
10	147
10	188
11	14
11	22
11	29
11	34
11	67
11	82
11	96
11	106
11	134
11	156
11	159
11	199
12	27
12	28
12	39
12	59
12	81
12	114
12	119
12	135
12	149
12	152
12	158
12	186
13	1
13	45
13	61
13	77
13	148
13	162
13	165
13	174
13	183
13	187
13	190
13	200
14	62
14	73
14	78
14	109
14	131
14	139
14	149
14	161
14	178
14	182
14	194
14	196
15	38
15	54
15	101
15	123
15	127
15	132
15	141
15	147
15	150
15	156
15	176
15	183
16	2
16	17
16	23
16	31
16	46
16	48
16	52
16	101
16	105
16	138
16	157
16	192
17	19
17	40
17	47
17	52
17	56
17	126
17	138
17	157
17	158
17	188
17	192
17	197
18	30
18	51
18	65
18	107
18	113
18	125
18	128
18	131
18	149
18	153
18	190
18	198
19	2
19	23
19	46
19	83
19	100
19	117
19	135
19	143
19	171
19	188
19	192
19	197
20	5
20	111
20	122
20	144
20	155
20	157
20	161
20	188
20	189
20	192
20	193
20	197
21	8
21	57
21	70
21	87
21	92
21	95
21	115
21	119
21	123
21	129
21	151
21	169
22	29
22	41
22	70
22	82
22	96
22	97
22	106
22	117
22	130
22	134
22	168
22	174
23	2
23	20
23	36
23	40
23	46
23	79
23	83
23	100
23	125
23	138
23	173
23	188
24	3
24	61
24	63
24	99
24	106
24	126
24	127
24	156
24	166
24	168
24	185
24	191
25	53
