1	3
1	6
1	7
1	10
1	11
1	12
1	14
1	17
1	18
1	19
1	24
2	3
2	14
2	15
2	19
2	20
2	21
2	23
2	24
2	25
3	1
3	2
3	9
3	11
3	14
3	16
3	17
3	21
3	23
3	25
4	9
4	12
4	13
4	14
4	15
4	18
4	20
4	21
4	22
4	23
4	24
4	25
5	8
5	9
5	10
5	12
5	14
5	15
5	16
5	17
5	19
5	20
5	22
5	24
5	25
6	1
6	8
6	13
6	14
6	16
6	17
6	20
6	21
6	23
6	24
6	25
7	1
7	10
7	11
7	14
7	15
7	18
7	20
7	22
7	23
7	24
7	25
8	5
8	6
8	9
8	16
8	18
8	19
8	20
8	21
8	22
8	24
8	25
9	3
9	4
9	5
9	8
9	13
9	14
9	17
9	18
9	19
9	20
9	22
9	23
9	25
10	1
10	5
10	7
10	13
10	14
10	16
10	17
10	18
10	19
10	21
10	22
10	23
10	24
11	1
11	3
11	7
11	12
11	13
11	16
11	17
11	18
11	20
11	21
11	22
11	23
11	24
11	25
12	1
12	4
12	5
12	11
12	13
12	15
12	16
12	17
12	18
12	19
12	20
12	21
12	22
12	23
12	25
13	4
13	6
13	9
13	10
13	11
13	12
13	15
13	16
13	19
13	21
13	22
13	23
13	24
13	25
14	1
14	2
14	3
14	4
14	5
14	6
14	7
14	9
14	10
14	15
14	19
14	21
14	23
14	24
15	2
15	4
15	5
15	7
15	12
15	13
15	14
15	16
15	17
15	18
15	19
15	21
15	22
15	24
15	25
16	3
16	5
16	6
16	8
16	10
16	11
16	12
16	13
16	15
16	18
16	20
16	22
16	23
16	25
17	1
17	3
17	5
17	6
17	9
17	10
17	11
17	12
17	15
17	18
17	19
17	20
17	21
17	22
17	24
18	1
18	4
18	7
18	8
18	9
18	10
18	11
18	12
18	15
18	16
18	17
18	20
18	21
18	22
18	23
18	24
18	25
19	1
19	2
19	5
19	8
19	9
19	10
19	12
19	13
19	14
19	15
19	17
19	20
19	21
19	22
19	23
19	24
20	2
20	4
20	5
20	6
20	7
20	8
20	9
20	11
20	12
20	16
20	17
20	18
20	19
20	21
20	22
20	24
20	25
21	2
21	3
21	4
21	6
21	8
21	10
21	11
21	12
21	13
21	14
21	15
21	17
21	18
21	19
21	20
21	22
21	23
21	24
21	25
22	4
22	5
22	7
22	8
22	9
22	10
22	11
22	12
22	13
22	15
22	16
22	17
22	18
22	19
22	20
22	21
22	23
22	25
23	2
23	3
23	4
23	6
23	7
23	9
23	10
23	11
23	12
23	13
23	14
23	16
23	18
23	19
23	21
23	22
23	24
23	25
24	1
24	2
24	4
24	5
24	6
24	7
24	8
24	10
24	11
24	13
24	14
24	15
24	17
24	18
24	19
24	20
24	21
24	23
24	25
25	2
25	3
25	4
25	5
25	6
25	7
25	8
25	9
25	11
25	12
25	13
25	15
25	16
25	18
25	20
25	21
25	22
25	23
25	24
