1	2 
2	8 
3	4 
4	10 
5	12 
6	5 
7	6 
8	13 
9	12 
10	9 
11	11 
12	3 
13	2 
14	10 
15	14 
16	8 
17	8 
18	1 
19	8 
20	8 
21	13 
22	11 
23	8 
24	4 
25	2 
26	9 
27	3 
28	3 
29	11 
30	1 
31	4 
32	13 
33	12 
34	11 
35	10 
36	8 
37	6 
38	14 
39	3 
40	8 
41	11 
42	12 
43	4 
44	10 
45	2 
46	8 
47	7 
48	13 
49	14 
50	9 
51	1 
52	8 
53	6 
54	14 
55	6 
56	6 
57	6 
58	1 
59	3 
60	6 
61	10 
62	10 
63	4 
64	10 
65	1 
66	10 
67	7 
68	5 
69	1 
70	5 
71	5 
72	1 
73	10 
74	12 
75	1 
76	12 
77	2 
78	10 
79	9 
80	7 
81	9 
82	11 
83	8 
84	10 
85	5 
86	2 
87	13 
88	6 
89	9 
90	6 
91	4 
92	13 
93	2 
94	7 
95	13 
96	11 
97	2 
98	6 
99	4 
100	8 
101	14 
102	5 
103	9 
104	12 
105	13 
106	11 
107	1 
108	6 
109	14 
110	5 
111	7 
112	9 
113	1 
114	3 
115	13 
116	12 
117	2 
118	2 
119	3 
120	7 
121	5 
122	9 
123	14 
124	6 
125	1 
126	4 
127	7 
128	1 
129	13 
130	7 
131	1 
132	14 
133	4 
134	11 
135	3 
136	6 
137	6 
138	8 
139	10 
140	2 
141	12 
142	4 
143	9 
144	12 
145	12 
146	2 
147	14 
148	6 
149	3 
150	14 
151	13 
152	3 
153	12 
154	6 
155	4 
156	14 
157	8 
158	3 
159	6 
160	7 
161	10 
162	2 
163	1 
164	7 
165	12 
166	4 
167	10 
168	4 
169	13 
170	5 
171	5 
172	6 
173	5 
174	2 
175	5 
176	14 
177	7 
178	10 
179	5 
180	7 
181	2 
182	4 
183	2 
184	3 
185	4 
186	3 
187	2 
188	8 
189	6 
190	2 
191	4 
192	8 
193	12 
194	5 
195	5 
196	10 
197	8 
198	1 
199	5 
200	2 
