degree distribution (probability density function of the degree in logarithmic bins) 
2	1.01921
3	0.0890311
4	0.0744263
5	0.104022
6.33333	0.130437
8	0.0726936
10	0.0303844
12	0.0424669

degree distribution (degree-occurrences) 
2	0.4
3	0.05
4	0.05
5	0.1
6	0.1
7	0.05
8	0.1
10	0.05
12	0.1


--------------------------------------
community distribution (size-occurrences)
9	0.5
11	0.5


--------------------------------------
mixing parameter
0.4	0.05
0.416667	0.05
0.5	0.7
0.571429	0.05
0.583333	0.05
0.6	0.05
0.666667	0.05

--------------------------------------
