degree distribution (probability density function of the degree in logarithmic bins) 
2	0.814658
3	0.0788602
4	0.0649154
5	0.320619
6	0.0879748
7	0.0362092
10	0.0245357
14	0.0166257

degree distribution (degree-occurrences) 
2	0.35
3	0.05
4	0.05
5	0.3
6	0.1
7	0.05
10	0.05
14	0.05


--------------------------------------
community distribution (size-occurrences)
9	0.5
11	0.5


--------------------------------------
mixing parameter
0	0.45
0.1	0.05
0.166667	0.05
0.2	0.1
0.285714	0.1
0.333333	0.05
0.4	0.05
0.5	0.15

--------------------------------------
