degree distribution (probability density function of the degree in logarithmic bins) 
11	0.190017
12	0.132379
13	0.0409888
14	0.0380742
15	0.141468
16.6667	0.0985566
18	0.122065
19	0.0283464
20.5	0.0526616
22	0.0244585
23	0.0227194

degree distribution (degree-occurrences) 
11	0.16
12	0.12
13	0.04
14	0.04
15	0.16
16	0.04
17	0.08
18	0.16
19	0.04
20	0.04
21	0.04
22	0.04
23	0.04


--------------------------------------
community distribution (size-occurrences)
25	1


--------------------------------------
mixing parameter
0	1

--------------------------------------
