degree distribution (probability density function of the degree in logarithmic bins) 
1	0.110435
2	0.476115
3	0.262138
4	0.0641457
5.25	0.0941792
7.5	0.0345687
13	0.00931468
22	0.00683795

degree distribution (degree-occurrences) 
1	0.04
2	0.32
3	0.24
4	0.08
5	0.12
6	0.04
7	0.04
8	0.04
13	0.04
22	0.04


--------------------------------------
community distribution (size-occurrences)
12	0.5
13	0.5


--------------------------------------
mixing parameter
0	0.12
0.333333	0.08
0.454545	0.04
0.5	0.36
0.538462	0.04
0.592857	0.16
0.666667	0.16
0.75	0.04

--------------------------------------
