degree distribution (probability density function of the degree in logarithmic bins) 
5	0.0648562
6	0.346408
7	0.411161
8	0.0407279
9.5	0.0725115
13.4	0.12788
15.5	0.0455351

degree distribution (degree-occurrences) 
5	0.04
6	0.24
7	0.32
8	0.04
9	0.04
10	0.04
13	0.12
14	0.08
15	0.04
16	0.04


--------------------------------------
community distribution (size-occurrences)
11	0.5
14	0.5


--------------------------------------
mixing parameter
0.166667	0.04
0.2	0.04
0.333333	0.12
0.357143	0.04
0.375	0.04
0.4	0.04
0.428571	0.2
0.444444	0.04
0.461538	0.12
0.5	0.2
0.571429	0.12

--------------------------------------
