degree distribution (probability density function of the degree in logarithmic bins) 
2	1.11725
3	0.378529
4	0.103865
5	0.0427492
6	0.0351899
8	0.0238451
11	0.0196286
14	0.0133005

degree distribution (degree-occurrences) 
2	0.48
3	0.24
4	0.08
5	0.04
6	0.04
8	0.04
11	0.04
14	0.04


--------------------------------------
community distribution (size-occurrences)
8	0.666667
9	0.333333


--------------------------------------
mixing parameter
0	0.04
0.333333	0.24
0.363636	0.04
0.4	0.04
0.428571	0.04
0.5	0.52
0.625	0.04
0.75	0.04

--------------------------------------
