25
1	23
1	25
2	3
2	25
3	2
3	24
4	17
4	25
5	24
5	25
6	24
6	25
7	21
7	23
8	23
8	25
9	24
9	25
10	21
10	22
11	21
11	24
11	25
12	22
12	23
12	24
13	22
13	25
14	23
14	24
14	25
15	21
15	22
15	24
15	25
16	23
16	24
16	25
17	4
17	18
17	22
17	24
17	25
18	17
18	22
18	23
18	24
18	25
19	20
19	21
19	22
19	24
19	25
20	19
20	21
20	22
20	23
20	24
20	25
21	7
21	10
21	11
21	15
21	19
21	20
21	22
21	23
21	24
21	25
22	10
22	12
22	13
22	15
22	17
22	18
22	19
22	20
22	21
22	23
22	24
22	25
23	1
23	7
23	8
23	12
23	14
23	16
23	18
23	20
23	21
23	22
23	24
23	25
24	3
24	5
24	6
24	9
24	11
24	12
24	14
24	15
24	16
24	17
24	18
24	19
24	20
24	21
24	22
24	23
24	25
25	1
25	2
25	4
25	5
25	6
25	8
25	9
25	11
25	13
25	14
25	15
25	16
25	17
25	18
25	19
25	20
25	21
25	22
25	23
25	24
